alg,instance,rep,time,iterations,value
FI,ta039,96,6.6e-5,NA,996
FI,ta039,97,8.6e-5,NA,996
FI,ta039,98,9.6e-5,NA,996
FI,ta039,99,8.6e-5,NA,996
FI,ta039,100,0.000107,NA,996
BI,ta039,1,9.9e-5,NA,2747
BI,ta039,2,8.7e-5,NA,2682
BI,ta039,3,9.8e-5,NA,2497
BI,ta039,4,7.8e-5,NA,2491
BI,ta039,5,8.0e-5,NA,2442
BI,ta039,6,9.0e-5,NA,2384
BI,ta039,7,9.8e-5,NA,2332
BI,ta039,8,8.7e-5,NA,2274
BI,ta039,9,9.9e-5,NA,2222
BI,ta039,10,8.7e-5,NA,2155
BI,ta039,11,9.7e-5,NA,2115
BI,ta039,12,8.6e-5,NA,2095
BI,ta039,13,9.8e-5,NA,2029
BI,ta039,14,9.0e-5,NA,1981
BI,ta039,15,0.000108,NA,1873
BI,ta039,16,8.6e-5,NA,1829
BI,ta039,17,0.0001,NA,1741
BI,ta039,18,8.9e-5,NA,1668
BI,ta039,19,0.00017,NA,1557
BI,ta039,20,9.3e-5,NA,1410
BI,ta039,21,0.000137,NA,1371
BI,ta039,22,0.000126,NA,1356
BI,ta039,23,0.000129,NA,1347
BI,ta039,24,9.6e-5,NA,1338
BI,ta039,25,9.3e-5,NA,1338
BI,ta039,26,8.0e-5,NA,1338
BI,ta039,27,0.000197,NA,1338
BI,ta039,28,8.5e-5,NA,1335
BI,ta039,29,9.8e-5,NA,1335
BI,ta039,30,0.000185,NA,1333
BI,ta039,31,9.8e-5,NA,1333
BI,ta039,32,8.8e-5,NA,1333
BI,ta039,33,9.8e-5,NA,1333
BI,ta039,34,0.000142,NA,1333
BI,ta039,35,9.2e-5,NA,1333
BI,ta039,36,8.8e-5,NA,1333
BI,ta039,37,9.8e-5,NA,1333
BI,ta039,38,8.7e-5,NA,1333
BI,ta039,39,9.8e-5,NA,1333
BI,ta039,40,0.000275,NA,1333
BI,ta039,41,0.000152,NA,1333
BI,ta039,42,9.1e-5,NA,1333
BI,ta039,43,0.0001,NA,1333
BI,ta039,44,8.8e-5,NA,1333
BI,ta039,45,9.9e-5,NA,1333
BI,ta039,46,8.8e-5,NA,1333
BI,ta039,47,9.9e-5,NA,1333
BI,ta039,48,8.7e-5,NA,1332
BI,ta039,49,9.9e-5,NA,1332
BI,ta039,50,8.9e-5,NA,1332
BI,ta039,51,0.0001,NA,1332
BI,ta039,52,0.00015,NA,1332
BI,ta039,53,0.0001,NA,1332
BI,ta039,54,8.7e-5,NA,1332
BI,ta039,55,9.8e-5,NA,1332
BI,ta039,56,8.6e-5,NA,1332
BI,ta039,57,9.7e-5,NA,1332
BI,ta039,58,8.5e-5,NA,1332
BI,ta039,59,9.8e-5,NA,1332
BI,ta039,60,8.7e-5,NA,1332
BI,ta039,61,9.1e-5,NA,1332
BI,ta039,62,8.7e-5,NA,1332
BI,ta039,63,9.6e-5,NA,1332
BI,ta039,64,8.6e-5,NA,1332
BI,ta039,65,9.6e-5,NA,1332
BI,ta039,66,8.7e-5,NA,1332
BI,ta039,67,9.8e-5,NA,1332
BI,ta039,68,8.6e-5,NA,1332
BI,ta039,69,9.6e-5,NA,1332
BI,ta039,70,9.0e-5,NA,1332
BI,ta039,71,9.6e-5,NA,1332
BI,ta039,72,8.6e-5,NA,1332
BI,ta039,73,9.6e-5,NA,1332
BI,ta039,74,8.6e-5,NA,1332
BI,ta039,75,9.6e-5,NA,1332
BI,ta039,76,8.6e-5,NA,1332
BI,ta039,77,9.6e-5,NA,1332
BI,ta039,78,8.6e-5,NA,1332
BI,ta039,79,0.00016,NA,1332
BI,ta039,80,8.8e-5,NA,1332
BI,ta039,81,9.7e-5,NA,1332
BI,ta039,82,8.6e-5,NA,1332
BI,ta039,83,9.7e-5,NA,1332
BI,ta039,84,8.6e-5,NA,1332
BI,ta039,85,0.000107,NA,1332
BI,ta039,86,8.6e-5,NA,1332
BI,ta039,87,0.000158,NA,1332
BI,ta039,88,9.0e-5,NA,1332
BI,ta039,89,9.8e-5,NA,1332
BI,ta039,90,8.6e-5,NA,1332
BI,ta039,91,9.7e-5,NA,1332
BI,ta039,92,8.7e-5,NA,1332
BI,ta039,93,9.9e-5,NA,1332
BI,ta039,94,8.8e-5,NA,1332
BI,ta039,95,0.000159,NA,1332
BI,ta039,96,8.3e-5,NA,1332
BI,ta039,97,9.7e-5,NA,1332
BI,ta039,98,8.6e-5,NA,1332
BI,ta039,99,9.7e-5,NA,1332
BI,ta039,100,8.7e-5,NA,1332
FI,ta040,1,5.5e-5,NA,3069
FI,ta040,2,6.9e-5,NA,2983
FI,ta040,3,5.1e-5,NA,2971
FI,ta040,4,6.3e-5,NA,2936
FI,ta040,5,5.1e-5,NA,2930
FI,ta040,6,6.3e-5,NA,2929
FI,ta040,7,0.000136,NA,2864
FI,ta040,8,6.2e-5,NA,2858
FI,ta040,9,5.3e-5,NA,2825
FI,ta040,10,6.1e-5,NA,2809
FI,ta040,11,6.4e-5,NA,2799
FI,ta040,12,6.2e-5,NA,2750
FI,ta040,13,7.5e-5,NA,2739
FI,ta040,14,6.1e-5,NA,2706
FI,ta040,15,5.1e-5,NA,2695
FI,ta040,16,6.5e-5,NA,2643
FI,ta040,17,5.3e-5,NA,2626
FI,ta040,18,6.7e-5,NA,2551
FI,ta040,19,0.000158,NA,2551
FI,ta040,20,6.7e-5,NA,2544
FI,ta040,21,5.1e-5,NA,2521
FI,ta040,22,9.8e-5,NA,2511
FI,ta040,23,5.8e-5,NA,2507
FI,ta040,24,6.3e-5,NA,2482
FI,ta040,25,5.2e-5,NA,2480
FI,ta040,26,7.8e-5,NA,2439
FI,ta040,27,5.1e-5,NA,2411
FI,ta040,28,9.7e-5,NA,2411
FI,ta040,29,5.3e-5,NA,2344
FI,ta040,30,0.000155,NA,2344
FI,ta040,31,4.3e-5,NA,2338
FI,ta040,32,6.1e-5,NA,2335
FI,ta040,33,5.3e-5,NA,2306
FI,ta040,34,9.6e-5,NA,2306
FI,ta040,35,5.3e-5,NA,2302
FI,ta040,36,6.4e-5,NA,2273
FI,ta040,37,8.5e-5,NA,2273
FI,ta040,38,9.7e-5,NA,2273
FI,ta040,39,8.6e-5,NA,2273
FI,ta040,40,6.8e-5,NA,2253
FI,ta040,41,0.000143,NA,2253
FI,ta040,42,6.2e-5,NA,2207
FI,ta040,43,8.6e-5,NA,2207
FI,ta040,44,9.7e-5,NA,2207
FI,ta040,45,8.6e-5,NA,2207
FI,ta040,46,9.7e-5,NA,2207
FI,ta040,47,8.6e-5,NA,2207
FI,ta040,48,9.6e-5,NA,2207
FI,ta040,49,0.00015,NA,2207
FI,ta040,50,6.3e-5,NA,2190
FI,ta040,51,8.7e-5,NA,2190
FI,ta040,52,7.7e-5,NA,2189
FI,ta040,53,5.4e-5,NA,2186
FI,ta040,54,6.3e-5,NA,2185
FI,ta040,55,5.6e-5,NA,2170
FI,ta040,56,6.7e-5,NA,2139
FI,ta040,57,8.6e-5,NA,2139
FI,ta040,58,7.2e-5,NA,2134
FI,ta040,59,8.7e-5,NA,2134
FI,ta040,60,9.8e-5,NA,2134
FI,ta040,61,8.6e-5,NA,2134
FI,ta040,62,0.00013,NA,2127
FI,ta040,63,5.6e-5,NA,2124
FI,ta040,64,9.6e-5,NA,2124
FI,ta040,65,8.7e-5,NA,2124
FI,ta040,66,9.7e-5,NA,2124
FI,ta040,67,5.4e-5,NA,2121
FI,ta040,68,9.6e-5,NA,2121
FI,ta040,69,8.7e-5,NA,2121
FI,ta040,70,6.3e-5,NA,2119
FI,ta040,71,5.2e-5,NA,2112
FI,ta040,72,0.000196,NA,2102
FI,ta040,73,0.00012,NA,2102
FI,ta040,74,0.000101,NA,2102
FI,ta040,75,7.2e-5,NA,2097
FI,ta040,76,0.000111,NA,2097
FI,ta040,77,5.9e-5,NA,2087
FI,ta040,78,6.4e-5,NA,2053
FI,ta040,79,0.000242,NA,2053
FI,ta040,80,0.000124,NA,2053
FI,ta040,81,9.0e-5,NA,2053
FI,ta040,82,7.6e-5,NA,2015
FI,ta040,83,8.8e-5,NA,2015
FI,ta040,84,9.7e-5,NA,2015
FI,ta040,85,8.6e-5,NA,2015
FI,ta040,86,0.000108,NA,2015
FI,ta040,87,5.5e-5,NA,2013
FI,ta040,88,6.9e-5,NA,2011
FI,ta040,89,0.000124,NA,1996
FI,ta040,90,6.8e-5,NA,1986
FI,ta040,91,8.6e-5,NA,1986
FI,ta040,92,6.2e-5,NA,1966
FI,ta040,93,5.3e-5,NA,1920
FI,ta040,94,6.4e-5,NA,1897
FI,ta040,95,8.6e-5,NA,1897
FI,ta040,96,9.6e-5,NA,1897
FI,ta040,97,7.0e-5,NA,1888
FI,ta040,98,9.7e-5,NA,1888
FI,ta040,99,5.8e-5,NA,1886
FI,ta040,100,0.000125,NA,1819
BI,ta040,1,9.9e-5,NA,3053
BI,ta040,2,8.7e-5,NA,2847
BI,ta040,3,9.8e-5,NA,2822
BI,ta040,4,8.6e-5,NA,2766
BI,ta040,5,9.6e-5,NA,2722
BI,ta040,6,8.6e-5,NA,2679
BI,ta040,7,9.7e-5,NA,2551
BI,ta040,8,0.00015,NA,2485
BI,ta040,9,9.9e-5,NA,2423
BI,ta040,10,9.7e-5,NA,2418
BI,ta040,11,9.8e-5,NA,2395
BI,ta040,12,8.7e-5,NA,2395
BI,ta040,13,9.7e-5,NA,2395
BI,ta040,14,8.6e-5,NA,2394
BI,ta040,15,9.9e-5,NA,2352
BI,ta040,16,9.0e-5,NA,2302
BI,ta040,17,0.000161,NA,2275
BI,ta040,18,8.9e-5,NA,2275
BI,ta040,19,9.8e-5,NA,2275
BI,ta040,20,8.8e-5,NA,2243
BI,ta040,21,9.8e-5,NA,2231
BI,ta040,22,8.7e-5,NA,2207
BI,ta040,23,9.7e-5,NA,2182
BI,ta040,24,8.8e-5,NA,2161
BI,ta040,25,9.6e-5,NA,2161
BI,ta040,26,0.00015,NA,2161
BI,ta040,27,9.8e-5,NA,2161
BI,ta040,28,8.8e-5,NA,2161
BI,ta040,29,9.7e-5,NA,2161
BI,ta040,30,8.8e-5,NA,2161
BI,ta040,31,9.6e-5,NA,2161
BI,ta040,32,8.7e-5,NA,2161
BI,ta040,33,9.7e-5,NA,2161
BI,ta040,34,8.6e-5,NA,2161
BI,ta040,35,0.00016,NA,2161
BI,ta040,36,8.8e-5,NA,2161
BI,ta040,37,9.6e-5,NA,2161
BI,ta040,38,8.8e-5,NA,2161
BI,ta040,39,9.8e-5,NA,2161
BI,ta040,40,8.7e-5,NA,2161
BI,ta040,41,9.8e-5,NA,2161
BI,ta040,42,8.8e-5,NA,2161
BI,ta040,43,9.7e-5,NA,2161
BI,ta040,44,8.8e-5,NA,2161
BI,ta040,45,0.000101,NA,2161
BI,ta040,46,8.8e-5,NA,2161
BI,ta040,47,9.9e-5,NA,2161
BI,ta040,48,8.8e-5,NA,2161
BI,ta040,49,9.8e-5,NA,2161
BI,ta040,50,8.9e-5,NA,2161
BI,ta040,51,0.0001,NA,2161
BI,ta040,52,0.000203,NA,2161
BI,ta040,53,9.7e-5,NA,2161
BI,ta040,54,8.9e-5,NA,2161
BI,ta040,55,9.3e-5,NA,2161
BI,ta040,56,8.9e-5,NA,2161
BI,ta040,57,9.7e-5,NA,2161
BI,ta040,58,8.8e-5,NA,2161
BI,ta040,59,9.8e-5,NA,2161
BI,ta040,60,0.00015,NA,2161
BI,ta040,61,9.9e-5,NA,2161
BI,ta040,62,9.6e-5,NA,2161
BI,ta040,63,0.000109,NA,2161
BI,ta040,64,8.7e-5,NA,2161
BI,ta040,65,9.7e-5,NA,2149
BI,ta040,66,9.3e-5,NA,2103
BI,ta040,67,9.7e-5,NA,2103
BI,ta040,68,8.7e-5,NA,2103
BI,ta040,69,0.00017,NA,2103
BI,ta040,70,9.3e-5,NA,2092
BI,ta040,71,9.9e-5,NA,2092
BI,ta040,72,9.3e-5,NA,2068
BI,ta040,73,9.7e-5,NA,2068
BI,ta040,74,8.7e-5,NA,2068
BI,ta040,75,0.000104,NA,2068
BI,ta040,76,8.8e-5,NA,2068
BI,ta040,77,9.8e-5,NA,2067
BI,ta040,78,0.000156,NA,2067
BI,ta040,79,9.8e-5,NA,2067
BI,ta040,80,8.7e-5,NA,2058
BI,ta040,81,0.000102,NA,2058
BI,ta040,82,8.8e-5,NA,2057
BI,ta040,83,9.7e-5,NA,2057
BI,ta040,84,9.2e-5,NA,2057
BI,ta040,85,9.7e-5,NA,2057
BI,ta040,86,0.000148,NA,2057
BI,ta040,87,9.3e-5,NA,2057
BI,ta040,88,8.8e-5,NA,2057
BI,ta040,89,9.8e-5,NA,2057
BI,ta040,90,9.3e-5,NA,2057
BI,ta040,91,9.6e-5,NA,2057
BI,ta040,92,8.6e-5,NA,2057
BI,ta040,93,0.000101,NA,2057
BI,ta040,94,8.7e-5,NA,2057
BI,ta040,95,0.00016,NA,2045
BI,ta040,96,9.4e-5,NA,2045
BI,ta040,97,0.000113,NA,2045
BI,ta040,98,8.6e-5,NA,2045
BI,ta040,99,0.000101,NA,2031
BI,ta040,100,8.5e-5,NA,2031
FI,ta041,1,5.9e-5,NA,3551
FI,ta041,2,6.8e-5,NA,3538
FI,ta041,3,0.000155,NA,3496
FI,ta041,4,6.9e-5,NA,3479
FI,ta041,5,5.4e-5,NA,3453
FI,ta041,6,0.000162,NA,3453
FI,ta041,7,9.4e-5,NA,3352
FI,ta041,8,7.5e-5,NA,3341
FI,ta041,9,5.2e-5,NA,3335
FI,ta041,10,6.6e-5,NA,3326
FI,ta041,11,9.0e-5,NA,3288
FI,ta041,12,7.0e-5,NA,3276
FI,ta041,13,0.000121,NA,3230
FI,ta041,14,0.000125,NA,3230
FI,ta041,15,0.000115,NA,3230
FI,ta041,16,8.2e-5,NA,3222
FI,ta041,17,5.4e-5,NA,3191
FI,ta041,18,0.000124,NA,3191
FI,ta041,19,0.000117,NA,3191
FI,ta041,20,0.000121,NA,3191
FI,ta041,21,5.1e-5,NA,3190
FI,ta041,22,7.4e-5,NA,3183
FI,ta041,23,5.4e-5,NA,3170
FI,ta041,24,6.4e-5,NA,3160
FI,ta041,25,0.000111,NA,3160
FI,ta041,26,7.1e-5,NA,3125
FI,ta041,27,6.5e-5,NA,3123
FI,ta041,28,5.8e-5,NA,3088
FI,ta041,29,5.0e-5,NA,3083
FI,ta041,30,0.000123,NA,3083
FI,ta041,31,6.4e-5,NA,3073
FI,ta041,32,0.000215,NA,3073
FI,ta041,33,0.000114,NA,3067
FI,ta041,34,8.4e-5,NA,3059
FI,ta041,35,5.8e-5,NA,3049
FI,ta041,36,6.5e-5,NA,3036
FI,ta041,37,5.7e-5,NA,3033
FI,ta041,38,7.1e-5,NA,3027
FI,ta041,39,0.000107,NA,3027
FI,ta041,40,0.000119,NA,3027
FI,ta041,41,0.000115,NA,3027
FI,ta041,42,0.000123,NA,3027
FI,ta041,43,0.000111,NA,3027
FI,ta041,44,6.8e-5,NA,3015
FI,ta041,45,0.000111,NA,3015
FI,ta041,46,6.2e-5,NA,2989
FI,ta041,47,0.000111,NA,2989
FI,ta041,48,5.8e-5,NA,2988
FI,ta041,49,0.000168,NA,2988
FI,ta041,50,0.000125,NA,2988
FI,ta041,51,7.0e-5,NA,2960
FI,ta041,52,0.000122,NA,2960
FI,ta041,53,0.000113,NA,2960
FI,ta041,54,0.000121,NA,2960
FI,ta041,55,0.000112,NA,2960
FI,ta041,56,0.000182,NA,2960
FI,ta041,57,0.000129,NA,2960
FI,ta041,58,0.000105,NA,2960
FI,ta041,59,0.000106,NA,2960
FI,ta041,60,0.000118,NA,2960
FI,ta041,61,0.000108,NA,2960
FI,ta041,62,0.000115,NA,2960
FI,ta041,63,0.000118,NA,2960
FI,ta041,64,0.000114,NA,2960
FI,ta041,65,8.9e-5,NA,2959
FI,ta041,66,0.000142,NA,2959
FI,ta041,67,0.000109,NA,2959
FI,ta041,68,0.000121,NA,2959
FI,ta041,69,0.00011,NA,2959
FI,ta041,70,0.000121,NA,2959
FI,ta041,71,0.000244,NA,2959
FI,ta041,72,8.2e-5,NA,2957
FI,ta041,73,0.000111,NA,2957
FI,ta041,74,7.2e-5,NA,2955
FI,ta041,75,0.00011,NA,2955
FI,ta041,76,6.3e-5,NA,2939
FI,ta041,77,0.000108,NA,2939
FI,ta041,78,0.000119,NA,2939
FI,ta041,79,0.000112,NA,2919
FI,ta041,80,7.0e-5,NA,2904
FI,ta041,81,6.1e-5,NA,2899
FI,ta041,82,0.000118,NA,2899
FI,ta041,83,5.4e-5,NA,2889
FI,ta041,84,0.000112,NA,2889
FI,ta041,85,0.000108,NA,2889
FI,ta041,86,0.00012,NA,2889
FI,ta041,87,0.000106,NA,2889
FI,ta041,88,0.00019,NA,2889
FI,ta041,89,0.000112,NA,2889
FI,ta041,90,0.000115,NA,2889
FI,ta041,91,5.7e-5,NA,2863
FI,ta041,92,7.0e-5,NA,2851
FI,ta041,93,0.000104,NA,2851
FI,ta041,94,0.000118,NA,2851
FI,ta041,95,0.00011,NA,2851
FI,ta041,96,0.000186,NA,2851
FI,ta041,97,0.000112,NA,2851
FI,ta041,98,0.000111,NA,2851
FI,ta041,99,0.000111,NA,2851
FI,ta041,100,0.00011,NA,2851
BI,ta041,1,0.00011,NA,3571
BI,ta041,2,0.000164,NA,3526
BI,ta041,3,0.000103,NA,3526
BI,ta041,4,0.00011,NA,3363
BI,ta041,5,0.00012,NA,3344
BI,ta041,6,0.000115,NA,3344
BI,ta041,7,0.000116,NA,3315
BI,ta041,8,0.000109,NA,3305
BI,ta041,9,0.000116,NA,3213
BI,ta041,10,0.00011,NA,3184
BI,ta041,11,0.000177,NA,3154
BI,ta041,12,0.000115,NA,3098
BI,ta041,13,0.000118,NA,3098
BI,ta041,14,0.000118,NA,3086
BI,ta041,15,0.000123,NA,3045
BI,ta041,16,0.000109,NA,3045
BI,ta041,17,0.00012,NA,3023
BI,ta041,18,0.000199,NA,3023
BI,ta041,19,0.00012,NA,3023
BI,ta041,20,0.000109,NA,2988
BI,ta041,21,0.000123,NA,2974
BI,ta041,22,0.000108,NA,2972
BI,ta041,23,0.000118,NA,2959
BI,ta041,24,0.000113,NA,2943
BI,ta041,25,0.000198,NA,2927
BI,ta041,26,0.000177,NA,2878
BI,ta041,27,0.000145,NA,2878
BI,ta041,28,0.000111,NA,2855
BI,ta041,29,0.000116,NA,2855
BI,ta041,30,0.000114,NA,2855
BI,ta041,31,0.000182,NA,2855
BI,ta041,32,0.000109,NA,2853
BI,ta041,33,0.000127,NA,2829
BI,ta041,34,0.000109,NA,2820
BI,ta041,35,0.00012,NA,2805
BI,ta041,36,0.000113,NA,2782
BI,ta041,37,0.00012,NA,2761
BI,ta041,38,0.000168,NA,2761
BI,ta041,39,0.000126,NA,2737
BI,ta041,40,0.000108,NA,2707
BI,ta041,41,0.000119,NA,2685
BI,ta041,42,0.000116,NA,2685
BI,ta041,43,0.000118,NA,2685
BI,ta041,44,0.000107,NA,2685
BI,ta041,45,0.000123,NA,2685
BI,ta041,46,0.000254,NA,2685
BI,ta041,47,0.000134,NA,2685
BI,ta041,48,0.000115,NA,2685
BI,ta041,49,0.000116,NA,2685
BI,ta041,50,0.000108,NA,2685
BI,ta041,51,0.00018,NA,2685
BI,ta041,52,0.000108,NA,2685
BI,ta041,53,0.000115,NA,2685
BI,ta041,54,0.000113,NA,2678
BI,ta041,55,0.000117,NA,2678
BI,ta041,56,0.000106,NA,2678
BI,ta041,57,0.000121,NA,2667
BI,ta041,58,0.000106,NA,2667
BI,ta041,59,0.000114,NA,2667
BI,ta041,60,0.000176,NA,2667
BI,ta041,61,0.000123,NA,2667
BI,ta041,62,0.000108,NA,2648
BI,ta041,63,0.000121,NA,2648
BI,ta041,64,0.000107,NA,2648
BI,ta041,65,0.000117,NA,2648
BI,ta041,66,0.000113,NA,2648
BI,ta041,67,0.000177,NA,2648
BI,ta041,68,0.000108,NA,2648
BI,ta041,69,0.000122,NA,2648
BI,ta041,70,0.000107,NA,2648
BI,ta041,71,0.000118,NA,2648
BI,ta041,72,0.00018,NA,2648
BI,ta041,73,0.000167,NA,2648
BI,ta041,74,0.000121,NA,2648
BI,ta041,75,0.000129,NA,2648
BI,ta041,76,0.000111,NA,2648
BI,ta041,77,0.00012,NA,2648
BI,ta041,78,0.000118,NA,2648
BI,ta041,79,0.00012,NA,2648
BI,ta041,80,0.000172,NA,2645
BI,ta041,81,0.000187,NA,2645
BI,ta041,82,0.000139,NA,2645
BI,ta041,83,0.000121,NA,2633
BI,ta041,84,0.000147,NA,2633
BI,ta041,85,0.000119,NA,2633
BI,ta041,86,0.00024,NA,2633
BI,ta041,87,0.000148,NA,2633
BI,ta041,88,0.000113,NA,2633
BI,ta041,89,0.000121,NA,2633
BI,ta041,90,0.000116,NA,2633
BI,ta041,91,0.00012,NA,2633
BI,ta041,92,0.00011,NA,2621
BI,ta041,93,0.000183,NA,2621
BI,ta041,94,0.000124,NA,2621
BI,ta041,95,0.000115,NA,2621
BI,ta041,96,0.00011,NA,2621
BI,ta041,97,0.000114,NA,2621
BI,ta041,98,0.000106,NA,2621
BI,ta041,99,0.00012,NA,2621
BI,ta041,100,0.000159,NA,2621
FI,ta042,1,6.8e-5,NA,3579
FI,ta042,2,6.1e-5,NA,3569
FI,ta042,3,6.6e-5,NA,3568
FI,ta042,4,6.0e-5,NA,3554
FI,ta042,5,5.4e-5,NA,3488
FI,ta042,6,6.0e-5,NA,3483
FI,ta042,7,6.8e-5,NA,3467
FI,ta042,8,6.1e-5,NA,3450
FI,ta042,9,0.000157,NA,3450
FI,ta042,10,6.6e-5,NA,3437
FI,ta042,11,5.8e-5,NA,3430
FI,ta042,12,5.8e-5,NA,3418
FI,ta042,13,5.7e-5,NA,3399
FI,ta042,14,6.6e-5,NA,3382
FI,ta042,15,0.00011,NA,3382
FI,ta042,16,0.000118,NA,3382
FI,ta042,17,7.7e-5,NA,3358
FI,ta042,18,6.4e-5,NA,3339
FI,ta042,19,5.2e-5,NA,3328
FI,ta042,20,0.000115,NA,3328
FI,ta042,21,5.4e-5,NA,3292
FI,ta042,22,0.000108,NA,3292
FI,ta042,23,5.3e-5,NA,3285
FI,ta042,24,6.3e-5,NA,3226
FI,ta042,25,0.000104,NA,3226
FI,ta042,26,0.000116,NA,3226
FI,ta042,27,5.3e-5,NA,3221
FI,ta042,28,6.4e-5,NA,3141
FI,ta042,29,5.1e-5,NA,3123
FI,ta042,30,6.0e-5,NA,3103
FI,ta042,31,0.000162,NA,3103
FI,ta042,32,0.000118,NA,3103
FI,ta042,33,5.6e-5,NA,3090
FI,ta042,34,6.4e-5,NA,3080
FI,ta042,35,5.9e-5,NA,3063
FI,ta042,36,6.0e-5,NA,3055
FI,ta042,37,5.5e-5,NA,3029
FI,ta042,38,0.000115,NA,3029
FI,ta042,39,6.0e-5,NA,3017
FI,ta042,40,6.0e-5,NA,3014
FI,ta042,41,0.000106,NA,3014
FI,ta042,42,6.9e-5,NA,2988
FI,ta042,43,0.000105,NA,2980
FI,ta042,44,0.00012,NA,2980
FI,ta042,45,0.000108,NA,2980
FI,ta042,46,0.000117,NA,2980
FI,ta042,47,0.000107,NA,2980
FI,ta042,48,0.000112,NA,2980
FI,ta042,49,5.8e-5,NA,2956
FI,ta042,50,0.000159,NA,2956
FI,ta042,51,9.8e-5,NA,2956
FI,ta042,52,0.000152,NA,2956
FI,ta042,53,0.000151,NA,2956
FI,ta042,54,0.000829,NA,2950
FI,ta042,55,8.6e-5,NA,2949
FI,ta042,56,0.00012,NA,2949
FI,ta042,57,6.2e-5,NA,2932
FI,ta042,58,7.9e-5,NA,2929
FI,ta042,59,5.4e-5,NA,2928
FI,ta042,60,6.3e-5,NA,2914
FI,ta042,61,0.000107,NA,2914
FI,ta042,62,6.0e-5,NA,2904
FI,ta042,63,0.000121,NA,2849
FI,ta042,64,6.9e-5,NA,2829
FI,ta042,65,6.4e-5,NA,2812
FI,ta042,66,0.000115,NA,2812
FI,ta042,67,0.000103,NA,2812
FI,ta042,68,6.3e-5,NA,2774
FI,ta042,69,0.000102,NA,2774
FI,ta042,70,0.000177,NA,2774
FI,ta042,71,5.8e-5,NA,2764
FI,ta042,72,6.0e-5,NA,2742
FI,ta042,73,5.1e-5,NA,2704
FI,ta042,74,6.6e-5,NA,2699
FI,ta042,75,0.000111,NA,2699
FI,ta042,76,8.3e-5,NA,2679
FI,ta042,77,0.000105,NA,2679
FI,ta042,78,0.000117,NA,2679
FI,ta042,79,5.1e-5,NA,2677
FI,ta042,80,5.9e-5,NA,2660
FI,ta042,81,0.000108,NA,2659
FI,ta042,82,0.000135,NA,2659
FI,ta042,83,0.000122,NA,2659
FI,ta042,84,0.00012,NA,2659
FI,ta042,85,0.000111,NA,2659
FI,ta042,86,0.000122,NA,2659
FI,ta042,87,0.000111,NA,2659
FI,ta042,88,0.000121,NA,2659
FI,ta042,89,0.00018,NA,2659
FI,ta042,90,0.000122,NA,2659
FI,ta042,91,8.9e-5,NA,2643
FI,ta042,92,0.000121,NA,2643
FI,ta042,93,0.000111,NA,2643
FI,ta042,94,0.000119,NA,2643
FI,ta042,95,0.000101,NA,2643
FI,ta042,96,5.4e-5,NA,2635
FI,ta042,97,0.00011,NA,2635
FI,ta042,98,0.000177,NA,2635
FI,ta042,99,0.000118,NA,2635
FI,ta042,100,0.00012,NA,2635
BI,ta042,1,0.000112,NA,3570
BI,ta042,2,9.7e-5,NA,3499
BI,ta042,3,0.000162,NA,3430
BI,ta042,4,9.9e-5,NA,3430
BI,ta042,5,0.000115,NA,3406
BI,ta042,6,0.000111,NA,3394
BI,ta042,7,0.000119,NA,3350
BI,ta042,8,0.000107,NA,3350
BI,ta042,9,0.000117,NA,3350
BI,ta042,10,0.000108,NA,3334
BI,ta042,11,0.000114,NA,3289
BI,ta042,12,0.000172,NA,3244
BI,ta042,13,0.000122,NA,3205
BI,ta042,14,0.000107,NA,3115
BI,ta042,15,0.000114,NA,3105
BI,ta042,16,0.000154,NA,3051
BI,ta042,17,0.000173,NA,2994
BI,ta042,18,0.000174,NA,2806
BI,ta042,19,0.000186,NA,2806
BI,ta042,20,0.000163,NA,2760
BI,ta042,21,0.000168,NA,2698
BI,ta042,22,0.010768,NA,2698
BI,ta042,23,0.000202,NA,2698
BI,ta042,24,0.000131,NA,2681
BI,ta042,25,0.000205,NA,2658
BI,ta042,26,0.000115,NA,2619
BI,ta042,27,0.000128,NA,2619
BI,ta042,28,0.000125,NA,2619
BI,ta042,29,0.000133,NA,2619
BI,ta042,30,0.000123,NA,2619
BI,ta042,31,0.00013,NA,2619
BI,ta042,32,0.000116,NA,2619
BI,ta042,33,0.000193,NA,2619
BI,ta042,34,0.000121,NA,2619
BI,ta042,35,0.000129,NA,2619
BI,ta042,36,0.000116,NA,2619
BI,ta042,37,0.000124,NA,2619
BI,ta042,38,0.000184,NA,2619
BI,ta042,39,0.000242,NA,2619
BI,ta042,40,0.000124,NA,2619
BI,ta042,41,0.00022,NA,2619
BI,ta042,42,0.000118,NA,2619
BI,ta042,43,0.000128,NA,2619
BI,ta042,44,0.000183,NA,2619
BI,ta042,45,0.00015,NA,2601
BI,ta042,46,0.000172,NA,2601
BI,ta042,47,0.000158,NA,2601
BI,ta042,48,0.00012,NA,2601
BI,ta042,49,0.000127,NA,2601
BI,ta042,50,0.000119,NA,2601
BI,ta042,51,0.000272,NA,2601
BI,ta042,52,0.000126,NA,2601
BI,ta042,53,0.000125,NA,2601
BI,ta042,54,0.000115,NA,2601
BI,ta042,55,0.000124,NA,2601
BI,ta042,56,0.00011,NA,2599
BI,ta042,57,0.000192,NA,2593
BI,ta042,58,0.000112,NA,2593
BI,ta042,59,0.000122,NA,2593
BI,ta042,60,0.000113,NA,2593
