alg,instance,rep,time,iterations,value
FI,ta018,80,0.000119,NA,1463
FI,ta018,81,0.000105,NA,1463
FI,ta018,82,0.000175,NA,1463
FI,ta018,83,0.000155,NA,1463
FI,ta018,84,0.00014,NA,1463
FI,ta018,85,0.000115,NA,1463
FI,ta018,86,0.000118,NA,1463
FI,ta018,87,0.000112,NA,1463
FI,ta018,88,0.000218,NA,1463
FI,ta018,89,0.000112,NA,1463
FI,ta018,90,0.00019,NA,1463
FI,ta018,91,0.000162,NA,1463
FI,ta018,92,0.00012,NA,1463
FI,ta018,93,0.0008,NA,1463
FI,ta018,94,0.000185,NA,1463
FI,ta018,95,0.000103,NA,1463
FI,ta018,96,0.000111,NA,1463
FI,ta018,97,0.000114,NA,1463
FI,ta018,98,0.000113,NA,1463
FI,ta018,99,0.000107,NA,1463
FI,ta018,100,0.000121,NA,1463
BI,ta018,1,0.000113,NA,1786
BI,ta018,2,0.000218,NA,1650
BI,ta018,3,0.000137,NA,1643
BI,ta018,4,0.000116,NA,1613
BI,ta018,5,0.000115,NA,1613
BI,ta018,6,0.000107,NA,1554
BI,ta018,7,0.000127,NA,1501
BI,ta018,8,0.000175,NA,1501
BI,ta018,9,0.000126,NA,1469
BI,ta018,10,9.7e-5,NA,1469
BI,ta018,11,0.000119,NA,1469
BI,ta018,12,0.000116,NA,1469
BI,ta018,13,0.000142,NA,1469
BI,ta018,14,0.000132,NA,1469
BI,ta018,15,0.000171,NA,1469
BI,ta018,16,0.000105,NA,1440
BI,ta018,17,0.000101,NA,1440
BI,ta018,18,0.000133,NA,1440
BI,ta018,19,0.000122,NA,1419
BI,ta018,20,0.000228,NA,1419
BI,ta018,21,0.00013,NA,1419
BI,ta018,22,0.000198,NA,1392
BI,ta018,23,0.000103,NA,1392
BI,ta018,24,0.000106,NA,1392
BI,ta018,25,0.000194,NA,1392
BI,ta018,26,0.000114,NA,1392
BI,ta018,27,0.000174,NA,1392
BI,ta018,28,0.000119,NA,1392
BI,ta018,29,0.000116,NA,1392
BI,ta018,30,0.000105,NA,1392
BI,ta018,31,0.000112,NA,1392
BI,ta018,32,0.000112,NA,1392
BI,ta018,33,0.000114,NA,1392
BI,ta018,34,0.000103,NA,1392
BI,ta018,35,0.000122,NA,1392
BI,ta018,36,0.000178,NA,1392
BI,ta018,37,0.00012,NA,1392
BI,ta018,38,0.000111,NA,1392
BI,ta018,39,0.000115,NA,1392
BI,ta018,40,0.000102,NA,1392
BI,ta018,41,0.000112,NA,1392
BI,ta018,42,0.000112,NA,1392
BI,ta018,43,0.000179,NA,1392
BI,ta018,44,0.000105,NA,1392
BI,ta018,45,0.00012,NA,1392
BI,ta018,46,0.000105,NA,1392
BI,ta018,47,0.000106,NA,1392
BI,ta018,48,0.000103,NA,1392
BI,ta018,49,0.000112,NA,1392
BI,ta018,50,0.000297,NA,1392
BI,ta018,51,0.000149,NA,1392
BI,ta018,52,0.000118,NA,1392
BI,ta018,53,0.000112,NA,1392
BI,ta018,54,0.000122,NA,1392
BI,ta018,55,0.000109,NA,1392
BI,ta018,56,0.000179,NA,1392
BI,ta018,57,0.000115,NA,1392
BI,ta018,58,0.000125,NA,1392
BI,ta018,59,0.000138,NA,1392
BI,ta018,60,0.000274,NA,1392
BI,ta018,61,0.000519,NA,1392
BI,ta018,62,0.000128,NA,1392
BI,ta018,63,0.000206,NA,1392
BI,ta018,64,0.000131,NA,1392
BI,ta018,65,0.000208,NA,1392
BI,ta018,66,0.000111,NA,1392
BI,ta018,67,0.000119,NA,1392
BI,ta018,68,9.9e-5,NA,1392
BI,ta018,69,0.00011,NA,1392
BI,ta018,70,0.000141,NA,1392
BI,ta018,71,0.000118,NA,1392
BI,ta018,72,0.000162,NA,1392
BI,ta018,73,0.000114,NA,1392
BI,ta018,74,9.7e-5,NA,1392
BI,ta018,75,0.000105,NA,1392
BI,ta018,76,0.000815,NA,1392
BI,ta018,77,0.000126,NA,1392
BI,ta018,78,0.000107,NA,1392
BI,ta018,79,0.000103,NA,1392
BI,ta018,80,0.000114,NA,1392
BI,ta018,81,0.000116,NA,1392
BI,ta018,82,0.000104,NA,1390
BI,ta018,83,0.000123,NA,1386
BI,ta018,84,0.000108,NA,1383
BI,ta018,85,0.000116,NA,1383
BI,ta018,86,0.000106,NA,1383
BI,ta018,87,0.000115,NA,1383
BI,ta018,88,0.0001,NA,1379
BI,ta018,89,0.000111,NA,1379
BI,ta018,90,0.000107,NA,1379
BI,ta018,91,0.000168,NA,1379
BI,ta018,92,0.000102,NA,1379
BI,ta018,93,0.000114,NA,1379
BI,ta018,94,0.000112,NA,1377
BI,ta018,95,0.000118,NA,1377
BI,ta018,96,0.000106,NA,1377
BI,ta018,97,0.00019,NA,1377
BI,ta018,98,9.9e-5,NA,1377
BI,ta018,99,0.00011,NA,1377
BI,ta018,100,9.8e-5,NA,1377
FI,ta019,1,5.6e-5,NA,1810
FI,ta019,2,0.00012,NA,1810
FI,ta019,3,5.1e-5,NA,1791
FI,ta019,4,6.4e-5,NA,1755
FI,ta019,5,4.9e-5,NA,1710
FI,ta019,6,0.000175,NA,1710
FI,ta019,7,0.000105,NA,1710
FI,ta019,8,6.6e-5,NA,1694
FI,ta019,9,0.000113,NA,1694
FI,ta019,10,7.5e-5,NA,1673
FI,ta019,11,8.2e-5,NA,1591
FI,ta019,12,0.00014,NA,1585
FI,ta019,13,6.5e-5,NA,1578
FI,ta019,14,0.000189,NA,1578
FI,ta019,15,6.3e-5,NA,1571
FI,ta019,16,0.000126,NA,1571
FI,ta019,17,6.2e-5,NA,1505
FI,ta019,18,0.000181,NA,1505
FI,ta019,19,0.000129,NA,1505
FI,ta019,20,7.5e-5,NA,1497
FI,ta019,21,0.000131,NA,1497
FI,ta019,22,0.000175,NA,1497
FI,ta019,23,0.000106,NA,1497
FI,ta019,24,0.000111,NA,1497
FI,ta019,25,9.4e-5,NA,1491
FI,ta019,26,6.2e-5,NA,1472
FI,ta019,27,0.000102,NA,1472
FI,ta019,28,9.6e-5,NA,1472
FI,ta019,29,5.8e-5,NA,1470
FI,ta019,30,0.000206,NA,1454
FI,ta019,31,9.8e-5,NA,1454
FI,ta019,32,6.6e-5,NA,1450
FI,ta019,33,6.1e-5,NA,1444
FI,ta019,34,5.6e-5,NA,1425
FI,ta019,35,0.000103,NA,1425
FI,ta019,36,0.000113,NA,1425
FI,ta019,37,6.2e-5,NA,1423
FI,ta019,38,0.00011,NA,1423
FI,ta019,39,5.8e-5,NA,1411
FI,ta019,40,0.000173,NA,1411
FI,ta019,41,0.000108,NA,1411
FI,ta019,42,0.000105,NA,1411
FI,ta019,43,0.000102,NA,1411
FI,ta019,44,0.000108,NA,1411
FI,ta019,45,5.2e-5,NA,1401
FI,ta019,46,0.000117,NA,1401
FI,ta019,47,9.7e-5,NA,1401
FI,ta019,48,0.000102,NA,1401
FI,ta019,49,0.000109,NA,1401
FI,ta019,50,0.000113,NA,1401
FI,ta019,51,9.5e-5,NA,1401
FI,ta019,52,0.00011,NA,1401
FI,ta019,53,0.000108,NA,1401
FI,ta019,54,0.000108,NA,1401
FI,ta019,55,0.000103,NA,1401
FI,ta019,56,0.000176,NA,1401
FI,ta019,57,9.9e-5,NA,1401
FI,ta019,58,0.000114,NA,1401
FI,ta019,59,0.000832,NA,1401
FI,ta019,60,0.000113,NA,1401
FI,ta019,61,0.000106,NA,1401
FI,ta019,62,0.000112,NA,1401
FI,ta019,63,0.000113,NA,1401
FI,ta019,64,0.000182,NA,1394
FI,ta019,65,0.000116,NA,1394
FI,ta019,66,0.000171,NA,1394
FI,ta019,67,0.000139,NA,1394
FI,ta019,68,0.00011,NA,1394
FI,ta019,69,0.000108,NA,1394
FI,ta019,70,0.000335,NA,1394
FI,ta019,71,0.000272,NA,1394
FI,ta019,72,0.00013,NA,1394
FI,ta019,73,0.000112,NA,1394
FI,ta019,74,0.00011,NA,1394
FI,ta019,75,0.000115,NA,1394
FI,ta019,76,0.000126,NA,1394
FI,ta019,77,0.000332,NA,1394
FI,ta019,78,0.000127,NA,1394
FI,ta019,79,0.000106,NA,1394
FI,ta019,80,0.000123,NA,1394
FI,ta019,81,0.000104,NA,1394
FI,ta019,82,0.000115,NA,1394
FI,ta019,83,0.000102,NA,1394
FI,ta019,84,0.000179,NA,1394
FI,ta019,85,0.00015,NA,1394
FI,ta019,86,0.000153,NA,1394
FI,ta019,87,0.000118,NA,1394
FI,ta019,88,0.000113,NA,1394
FI,ta019,89,0.000105,NA,1394
FI,ta019,90,0.000176,NA,1394
FI,ta019,91,9.7e-5,NA,1394
FI,ta019,92,0.000112,NA,1394
FI,ta019,93,0.000179,NA,1394
FI,ta019,94,0.00015,NA,1394
FI,ta019,95,0.000114,NA,1394
FI,ta019,96,0.000125,NA,1394
FI,ta019,97,0.000102,NA,1394
FI,ta019,98,0.000212,NA,1394
FI,ta019,99,0.000107,NA,1394
FI,ta019,100,0.000122,NA,1394
BI,ta019,1,0.000111,NA,1723
BI,ta019,2,0.0001,NA,1700
BI,ta019,3,0.000182,NA,1682
BI,ta019,4,0.000102,NA,1682
BI,ta019,5,9.6e-5,NA,1682
BI,ta019,6,0.000106,NA,1682
BI,ta019,7,0.000115,NA,1581
BI,ta019,8,0.000104,NA,1517
BI,ta019,9,0.000119,NA,1508
BI,ta019,10,0.000103,NA,1492
BI,ta019,11,0.000114,NA,1492
BI,ta019,12,0.000176,NA,1492
BI,ta019,13,0.000116,NA,1432
BI,ta019,14,0.000103,NA,1402
BI,ta019,15,0.000117,NA,1402
BI,ta019,16,0.000113,NA,1402
BI,ta019,17,0.000113,NA,1402
BI,ta019,18,0.000106,NA,1402
BI,ta019,19,0.00018,NA,1402
BI,ta019,20,0.0001,NA,1402
BI,ta019,21,0.000114,NA,1402
BI,ta019,22,0.000132,NA,1402
BI,ta019,23,0.000139,NA,1402
BI,ta019,24,9.6e-5,NA,1402
BI,ta019,25,0.00012,NA,1402
BI,ta019,26,0.000298,NA,1402
BI,ta019,27,0.000139,NA,1402
BI,ta019,28,0.000133,NA,1402
BI,ta019,29,0.000115,NA,1402
BI,ta019,30,0.0001,NA,1402
BI,ta019,31,0.000122,NA,1402
BI,ta019,32,0.000189,NA,1402
BI,ta019,33,0.000108,NA,1402
BI,ta019,34,0.000141,NA,1402
BI,ta019,35,0.000134,NA,1402
BI,ta019,36,0.000104,NA,1402
BI,ta019,37,0.000114,NA,1402
BI,ta019,38,0.000165,NA,1388
BI,ta019,39,0.000117,NA,1388
BI,ta019,40,0.0001,NA,1388
BI,ta019,41,0.000113,NA,1388
BI,ta019,42,0.000912,NA,1388
BI,ta019,43,0.000237,NA,1388
BI,ta019,44,0.000117,NA,1388
BI,ta019,45,0.000114,NA,1388
BI,ta019,46,0.000105,NA,1388
BI,ta019,47,0.000109,NA,1388
BI,ta019,48,0.000168,NA,1388
BI,ta019,49,0.000117,NA,1388
BI,ta019,50,0.000104,NA,1388
BI,ta019,51,0.000122,NA,1388
BI,ta019,52,0.000118,NA,1388
BI,ta019,53,0.000112,NA,1388
BI,ta019,54,0.000113,NA,1388
BI,ta019,55,0.00019,NA,1388
BI,ta019,56,0.000116,NA,1388
BI,ta019,57,0.000124,NA,1388
BI,ta019,58,0.000108,NA,1388
BI,ta019,59,0.000116,NA,1388
BI,ta019,60,0.000101,NA,1388
BI,ta019,61,0.000122,NA,1388
BI,ta019,62,0.0001,NA,1388
BI,ta019,63,0.000281,NA,1388
BI,ta019,64,0.000192,NA,1388
BI,ta019,65,0.000194,NA,1388
BI,ta019,66,0.000179,NA,1388
BI,ta019,67,0.00012,NA,1388
BI,ta019,68,9.7e-5,NA,1388
BI,ta019,69,0.000461,NA,1388
BI,ta019,70,0.000211,NA,1388
BI,ta019,71,0.000116,NA,1388
BI,ta019,72,0.000106,NA,1388
BI,ta019,73,0.000121,NA,1388
BI,ta019,74,0.000104,NA,1388
BI,ta019,75,0.000102,NA,1388
BI,ta019,76,0.000131,NA,1388
BI,ta019,77,0.000135,NA,1388
BI,ta019,78,0.000278,NA,1388
BI,ta019,79,0.000143,NA,1388
BI,ta019,80,0.000164,NA,1388
BI,ta019,81,0.000146,NA,1388
BI,ta019,82,0.00011,NA,1388
BI,ta019,83,0.000285,NA,1388
BI,ta019,84,0.000129,NA,1388
BI,ta019,85,0.00012,NA,1388
BI,ta019,86,0.000111,NA,1388
BI,ta019,87,0.000109,NA,1388
BI,ta019,88,0.000154,NA,1388
BI,ta019,89,0.000209,NA,1388
BI,ta019,90,0.000112,NA,1388
BI,ta019,91,0.040544,NA,1388
BI,ta019,92,0.000153,NA,1388
BI,ta019,93,9.2e-5,NA,1388
BI,ta019,94,0.000142,NA,1388
BI,ta019,95,0.000118,NA,1388
BI,ta019,96,0.000103,NA,1388
BI,ta019,97,0.000111,NA,1388
BI,ta019,98,0.000101,NA,1388
BI,ta019,99,0.000111,NA,1388
BI,ta019,100,0.000101,NA,1388
FI,ta020,1,5.9e-5,NA,1859
FI,ta020,2,0.000137,NA,1824
FI,ta020,3,5.2e-5,NA,1777
FI,ta020,4,6.7e-5,NA,1664
FI,ta020,5,5.9e-5,NA,1642
FI,ta020,6,0.000111,NA,1642
FI,ta020,7,5.8e-5,NA,1625
FI,ta020,8,7.7e-5,NA,1587
FI,ta020,9,5.9e-5,NA,1577
FI,ta020,10,8.3e-5,NA,1519
FI,ta020,11,6.5e-5,NA,1474
FI,ta020,12,0.000134,NA,1470
FI,ta020,13,5.6e-5,NA,1454
FI,ta020,14,6.6e-5,NA,1441
FI,ta020,15,6.4e-5,NA,1409
FI,ta020,16,0.000119,NA,1409
FI,ta020,17,6.3e-5,NA,1405
FI,ta020,18,6.8e-5,NA,1383
FI,ta020,19,0.0001,NA,1383
FI,ta020,20,0.000111,NA,1383
FI,ta020,21,9.8e-5,NA,1383
FI,ta020,22,0.00011,NA,1383
FI,ta020,23,0.000164,NA,1383
FI,ta020,24,0.000112,NA,1383
FI,ta020,25,0.001531,NA,1379
FI,ta020,26,7.8e-5,NA,1369
FI,ta020,27,0.000185,NA,1369
FI,ta020,28,0.000146,NA,1369
FI,ta020,29,9.7e-5,NA,1366
FI,ta020,30,7.7e-5,NA,1353
FI,ta020,31,0.000113,NA,1353
FI,ta020,32,0.00013,NA,1353
FI,ta020,33,0.000105,NA,1353
FI,ta020,34,0.000181,NA,1353
FI,ta020,35,0.000111,NA,1353
FI,ta020,36,0.000116,NA,1353
FI,ta020,37,0.000102,NA,1353
FI,ta020,38,0.000159,NA,1353
FI,ta020,39,0.000137,NA,1353
FI,ta020,40,0.000116,NA,1353
FI,ta020,41,0.000164,NA,1353
FI,ta020,42,0.000103,NA,1353
FI,ta020,43,0.0001,NA,1353
FI,ta020,44,0.000112,NA,1353
FI,ta020,45,0.000105,NA,1353
FI,ta020,46,0.00011,NA,1353
FI,ta020,47,9.0e-5,NA,1353
FI,ta020,48,0.000217,NA,1353
FI,ta020,49,0.00012,NA,1353
FI,ta020,50,0.00011,NA,1353
FI,ta020,51,9.6e-5,NA,1353
FI,ta020,52,0.000108,NA,1353
FI,ta020,53,0.00038,NA,1353
FI,ta020,54,0.000147,NA,1353
FI,ta020,55,0.000119,NA,1353
FI,ta020,56,0.000103,NA,1353
FI,ta020,57,0.000102,NA,1353
FI,ta020,58,0.000148,NA,1353
FI,ta020,59,0.000353,NA,1353
FI,ta020,60,0.000162,NA,1353
FI,ta020,61,0.000169,NA,1353
FI,ta020,62,0.000213,NA,1353
FI,ta020,63,0.00011,NA,1353
FI,ta020,64,0.000205,NA,1353
FI,ta020,65,0.000107,NA,1353
FI,ta020,66,0.000128,NA,1353
FI,ta020,67,0.000134,NA,1344
FI,ta020,68,8.0e-5,NA,1331
FI,ta020,69,9.9e-5,NA,1331
FI,ta020,70,0.000105,NA,1331
FI,ta020,71,9.7e-5,NA,1331
FI,ta020,72,0.000162,NA,1331
FI,ta020,73,0.000144,NA,1331
FI,ta020,74,0.000185,NA,1331
FI,ta020,75,0.000102,NA,1331
FI,ta020,76,8.5e-5,NA,1330
FI,ta020,77,0.000125,NA,1330
FI,ta020,78,0.00011,NA,1330
FI,ta020,79,0.000193,NA,1330
FI,ta020,80,0.000103,NA,1330
FI,ta020,81,9.8e-5,NA,1330
FI,ta020,82,0.000103,NA,1330
FI,ta020,83,9.1e-5,NA,1330
FI,ta020,84,0.000102,NA,1330
FI,ta020,85,5.4e-5,NA,1329
FI,ta020,86,0.00011,NA,1329
FI,ta020,87,0.000166,NA,1329
FI,ta020,88,6.2e-5,NA,1327
FI,ta020,89,0.000102,NA,1327
FI,ta020,90,0.000105,NA,1327
FI,ta020,91,9.5e-5,NA,1327
FI,ta020,92,0.000116,NA,1327
FI,ta020,93,6.1e-5,NA,1309
FI,ta020,94,0.000102,NA,1309
FI,ta020,95,9.8e-5,NA,1309
FI,ta020,96,0.000168,NA,1309
FI,ta020,97,0.00011,NA,1309
FI,ta020,98,0.000112,NA,1309
FI,ta020,99,0.000103,NA,1309
FI,ta020,100,0.000119,NA,1309
BI,ta020,1,0.000112,NA,1780
BI,ta020,2,0.000103,NA,1737
BI,ta020,3,0.000164,NA,1675
BI,ta020,4,0.000115,NA,1643
BI,ta020,5,0.000104,NA,1597
BI,ta020,6,0.000101,NA,1592
BI,ta020,7,0.000118,NA,1592
BI,ta020,8,0.000821,NA,1580
BI,ta020,9,0.000104,NA,1564
BI,ta020,10,0.000138,NA,1541
BI,ta020,11,0.000141,NA,1541
BI,ta020,12,0.000113,NA,1541
BI,ta020,13,0.000173,NA,1541
BI,ta020,14,0.000118,NA,1541
BI,ta020,15,0.000149,NA,1541
BI,ta020,16,0.00022,NA,1541
BI,ta020,17,0.000133,NA,1541
BI,ta020,18,0.000111,NA,1541
BI,ta020,19,0.000162,NA,1523
BI,ta020,20,0.000118,NA,1523
BI,ta020,21,0.000122,NA,1523
BI,ta020,22,0.000104,NA,1523
BI,ta020,23,0.000114,NA,1523
BI,ta020,24,0.000116,NA,1523
BI,ta020,25,0.000107,NA,1523
BI,ta020,26,0.000105,NA,1523
BI,ta020,27,0.000227,NA,1523
BI,ta020,28,0.000148,NA,1523
BI,ta020,29,0.00012,NA,1523
BI,ta020,30,0.000108,NA,1523
BI,ta020,31,0.000124,NA,1523
BI,ta020,32,0.000107,NA,1523
BI,ta020,33,0.000117,NA,1523
BI,ta020,34,0.000106,NA,1523
BI,ta020,35,0.000194,NA,1523
BI,ta020,36,0.000106,NA,1523
BI,ta020,37,0.000116,NA,1523
BI,ta020,38,0.000113,NA,1523
BI,ta020,39,0.000116,NA,1523
BI,ta020,40,0.000106,NA,1523
BI,ta020,41,0.000112,NA,1523
BI,ta020,42,0.000149,NA,1523
BI,ta020,43,0.000121,NA,1523
BI,ta020,44,0.000128,NA,1523
BI,ta020,45,0.000126,NA,1523
BI,ta020,46,0.000106,NA,1523
BI,ta020,47,0.000116,NA,1523
BI,ta020,48,0.000174,NA,1523
BI,ta020,49,0.000134,NA,1523
BI,ta020,50,0.000105,NA,1523
BI,ta020,51,0.000114,NA,1523
BI,ta020,52,0.000113,NA,1523
BI,ta020,53,0.000256,NA,1523
BI,ta020,54,0.000193,NA,1523
BI,ta020,55,0.000126,NA,1523
BI,ta020,56,0.000108,NA,1523
BI,ta020,57,0.000115,NA,1523
BI,ta020,58,0.000108,NA,1523
BI,ta020,59,0.00012,NA,1523
BI,ta020,60,0.000108,NA,1523
BI,ta020,61,0.000123,NA,1523
BI,ta020,62,0.000116,NA,1523
BI,ta020,63,0.000119,NA,1523
BI,ta020,64,0.000103,NA,1523
BI,ta020,65,0.000119,NA,1523
BI,ta020,66,0.000217,NA,1523
BI,ta020,67,0.00014,NA,1523
BI,ta020,68,0.000275,NA,1523
BI,ta020,69,0.000149,NA,1523
BI,ta020,70,0.00011,NA,1523
BI,ta020,71,0.000116,NA,1523
BI,ta020,72,0.000108,NA,1508
BI,ta020,73,0.00012,NA,1508
BI,ta020,74,0.000164,NA,1508
BI,ta020,75,0.000114,NA,1508
BI,ta020,76,0.000114,NA,1508
BI,ta020,77,0.000114,NA,1508
BI,ta020,78,0.000103,NA,1508
BI,ta020,79,0.000114,NA,1508
BI,ta020,80,0.000111,NA,1508
BI,ta020,81,0.000182,NA,1508
BI,ta020,82,0.000105,NA,1507
BI,ta020,83,0.000122,NA,1507
BI,ta020,84,0.000111,NA,1507
BI,ta020,85,0.000116,NA,1507
BI,ta020,86,0.000104,NA,1507
BI,ta020,87,0.000188,NA,1507
BI,ta020,88,0.000109,NA,1507
BI,ta020,89,0.000112,NA,1507
BI,ta020,90,0.000116,NA,1507
BI,ta020,91,0.000114,NA,1507
BI,ta020,92,0.000835,NA,1507
BI,ta020,93,0.000122,NA,1507
BI,ta020,94,0.000116,NA,1507
BI,ta020,95,0.000115,NA,1507
BI,ta020,96,0.000103,NA,1507
BI,ta020,97,0.000172,NA,1507
BI,ta020,98,0.000107,NA,1507
BI,ta020,99,0.000115,NA,1507
BI,ta020,100,0.000113,NA,1507
FI,ta021,1,5.8e-5,NA,2594
FI,ta021,2,7.3e-5,NA,2591
FI,ta021,3,5.4e-5,NA,2584
FI,ta021,4,6.3e-5,NA,2575
FI,ta021,5,5.0e-5,NA,2533
FI,ta021,6,6.6e-5,NA,2494
FI,ta021,7,6.1e-5,NA,2493
FI,ta021,8,6.6e-5,NA,2467
FI,ta021,9,0.000114,NA,2349
FI,ta021,10,0.000109,NA,2349
FI,ta021,11,5.8e-5,NA,2327
FI,ta021,12,7.2e-5,NA,2205
FI,ta021,13,9.9e-5,NA,2205
FI,ta021,14,7.4e-5,NA,2190
FI,ta021,15,5.0e-5,NA,2175
FI,ta021,16,5.9e-5,NA,2139
FI,ta021,17,0.000185,NA,2139
FI,ta021,18,0.000121,NA,2139
FI,ta021,19,0.000113,NA,2139
FI,ta021,20,4.4e-5,NA,2132
FI,ta021,21,0.000108,NA,2132
FI,ta021,22,0.000115,NA,2132
FI,ta021,23,0.000102,NA,2132
FI,ta021,24,0.00011,NA,2132
FI,ta021,25,0.000166,NA,2132
FI,ta021,26,0.00011,NA,2132
FI,ta021,27,0.000103,NA,2132
FI,ta021,28,5.9e-5,NA,2122
FI,ta021,29,0.000102,NA,2122
FI,ta021,30,6.2e-5,NA,2100
FI,ta021,31,9.8e-5,NA,2100
FI,ta021,32,0.000114,NA,2100
FI,ta021,33,4.8e-5,NA,2096
FI,ta021,34,0.00016,NA,2096
FI,ta021,35,0.00011,NA,2096
FI,ta021,36,0.000126,NA,2096
FI,ta021,37,0.000113,NA,2096
FI,ta021,38,6.8e-5,NA,2088
FI,ta021,39,0.00011,NA,2088
FI,ta021,40,0.000107,NA,2088
FI,ta021,41,0.000114,NA,2088
FI,ta021,42,0.000186,NA,2088
FI,ta021,43,0.000135,NA,2088
FI,ta021,44,0.000133,NA,2088
FI,ta021,45,0.000137,NA,2088
FI,ta021,46,0.000138,NA,2088
FI,ta021,47,0.000106,NA,2088
FI,ta021,48,6.9e-5,NA,2061
FI,ta021,49,0.000105,NA,2061
FI,ta021,50,0.000173,NA,2061
FI,ta021,51,0.000102,NA,2061
FI,ta021,52,0.000118,NA,2061
FI,ta021,53,4.9e-5,NA,2059
FI,ta021,54,0.000118,NA,2059
FI,ta021,55,0.000105,NA,2059
FI,ta021,56,0.000114,NA,2059
FI,ta021,57,0.000101,NA,2059
FI,ta021,58,0.000152,NA,2054
FI,ta021,59,0.000113,NA,2054
FI,ta021,60,0.000112,NA,2054
FI,ta021,61,9.9e-5,NA,2054
FI,ta021,62,0.000111,NA,2054
FI,ta021,63,0.000181,NA,2054
FI,ta021,64,0.000347,NA,2054
FI,ta021,65,0.000175,NA,2054
FI,ta021,66,7.0e-5,NA,2049
FI,ta021,67,0.000152,NA,2049
FI,ta021,68,0.000166,NA,2049
FI,ta021,69,0.000153,NA,2049
FI,ta021,70,0.000228,NA,2049
FI,ta021,71,0.000165,NA,2049
FI,ta021,72,0.000163,NA,2049
FI,ta021,73,0.000157,NA,2049
FI,ta021,74,6.5e-5,NA,2036
FI,ta021,75,0.000185,NA,2036
FI,ta021,76,0.000245,NA,2036
FI,ta021,77,0.000906,NA,2036
FI,ta021,78,0.000166,NA,2036
FI,ta021,79,0.000157,NA,2036
FI,ta021,80,0.000167,NA,2036
FI,ta021,81,0.000155,NA,2036
FI,ta021,82,0.000239,NA,2036
FI,ta021,83,0.000147,NA,2036
FI,ta021,84,0.000145,NA,2023
FI,ta021,85,0.000148,NA,2023
FI,ta021,86,0.000119,NA,2014
FI,ta021,87,6.9e-5,NA,2013
FI,ta021,88,0.00016,NA,2013
FI,ta021,89,0.000231,NA,2013
FI,ta021,90,0.00016,NA,2013
FI,ta021,91,0.000163,NA,2013
FI,ta021,92,0.000208,NA,2013
FI,ta021,93,0.000164,NA,2013
FI,ta021,94,0.000186,NA,2013
FI,ta021,95,0.000152,NA,2013
FI,ta021,96,0.00016,NA,2013
FI,ta021,97,0.000155,NA,2013
FI,ta021,98,0.000158,NA,2013
FI,ta021,99,0.000223,NA,2013
FI,ta021,100,0.000155,NA,2013
BI,ta021,1,0.000155,NA,2481
BI,ta021,2,0.000164,NA,2457
BI,ta021,3,0.000155,NA,2389
BI,ta021,4,0.000346,NA,2346
BI,ta021,5,0.000185,NA,2312
BI,ta021,6,0.000156,NA,2265
BI,ta021,7,0.000171,NA,2265
BI,ta021,8,0.000227,NA,2251
BI,ta021,9,0.000155,NA,2251
BI,ta021,10,0.000168,NA,2222
BI,ta021,11,0.000167,NA,2222
BI,ta021,12,0.00016,NA,2222
BI,ta021,13,0.000183,NA,2222
BI,ta021,14,0.000242,NA,2220
BI,ta021,15,0.000171,NA,2220
BI,ta021,16,0.00016,NA,2220
BI,ta021,17,0.000162,NA,2220
BI,ta021,18,0.000157,NA,2220
BI,ta021,19,0.000215,NA,2220
BI,ta021,20,0.000157,NA,2220
BI,ta021,21,0.000148,NA,2220
BI,ta021,22,0.000162,NA,2220
BI,ta021,23,0.000168,NA,2220
BI,ta021,24,0.00021,NA,2220
BI,ta021,25,0.000166,NA,2183
BI,ta021,26,0.00015,NA,2176
BI,ta021,27,0.000165,NA,2176
BI,ta021,28,0.000228,NA,2176
BI,ta021,29,0.000154,NA,2176
BI,ta021,30,0.000224,NA,2176
BI,ta021,31,0.00015,NA,2176
BI,ta021,32,0.000152,NA,2143
BI,ta021,33,0.000175,NA,2143
BI,ta021,34,0.000158,NA,2143
BI,ta021,35,0.000224,NA,2143
BI,ta021,36,0.000149,NA,2143
BI,ta021,37,0.000165,NA,2143
BI,ta021,38,0.000154,NA,2143
BI,ta021,39,0.00016,NA,2143
BI,ta021,40,0.000165,NA,2143
BI,ta021,41,0.000229,NA,2143
BI,ta021,42,0.000159,NA,2143
BI,ta021,43,0.000154,NA,2143
BI,ta021,44,0.000169,NA,2143
BI,ta021,45,0.000152,NA,2143
BI,ta021,46,0.000218,NA,2143
BI,ta021,47,0.000185,NA,2143
BI,ta021,48,0.000207,NA,2143
BI,ta021,49,0.000166,NA,2143
BI,ta021,50,0.000152,NA,2143
BI,ta021,51,0.000167,NA,2143
BI,ta021,52,0.000228,NA,2143
BI,ta021,53,0.000174,NA,2143
BI,ta021,54,0.000149,NA,2143
BI,ta021,55,0.000166,NA,2143
BI,ta021,56,0.000154,NA,2143
BI,ta021,57,0.000219,NA,2143
BI,ta021,58,0.000164,NA,2143
BI,ta021,59,0.000162,NA,2143
BI,ta021,60,0.000885,NA,2143
BI,ta021,61,0.00017,NA,2143
BI,ta021,62,0.000157,NA,2143
BI,ta021,63,0.000172,NA,2143
BI,ta021,64,0.000215,NA,2143
BI,ta021,65,0.000171,NA,2143
BI,ta021,66,0.000156,NA,2143
BI,ta021,67,0.000167,NA,2143
BI,ta021,68,0.000162,NA,2143
