p,instance,rep,time,iterations,value
0.75,ta035,11,0.000115,NA,2751
0.75,ta035,12,0.000116,NA,2688
0.75,ta035,13,6.0e-5,NA,2677
0.75,ta035,14,5.6e-5,NA,2619
0.75,ta035,15,9.6e-5,NA,2617
1.0,ta035,1,5.3e-5,NA,3060
1.0,ta035,2,5.2e-5,NA,3023
1.0,ta035,3,5.6e-5,NA,3008
1.0,ta035,4,4.4e-5,NA,2990
1.0,ta035,5,5.5e-5,NA,2930
1.0,ta035,6,5.4e-5,NA,2921
1.0,ta035,7,5.0e-5,NA,2892
1.0,ta035,8,6.1e-5,NA,2846
1.0,ta035,9,5.6e-5,NA,2832
1.0,ta035,10,0.000121,NA,2814
1.0,ta035,11,4.9e-5,NA,2786
1.0,ta035,12,4.8e-5,NA,2767
1.0,ta035,13,5.6e-5,NA,2764
1.0,ta035,14,4.4e-5,NA,2751
1.0,ta035,15,5.9e-5,NA,2746
0.0,ta036,1,8.9e-5,NA,3231
0.0,ta036,2,8.9e-5,NA,3107
0.0,ta036,3,9.4e-5,NA,3061
0.0,ta036,4,8.2e-5,NA,3001
0.0,ta036,5,9.8e-5,NA,2865
0.0,ta036,6,0.000145,NA,2580
0.0,ta036,7,8.4e-5,NA,2570
0.0,ta036,8,8.4e-5,NA,2545
0.0,ta036,9,9.0e-5,NA,2528
0.0,ta036,10,8.3e-5,NA,2502
0.0,ta036,11,0.0001,NA,2474
0.0,ta036,12,8.2e-5,NA,2381
0.0,ta036,13,9.5e-5,NA,2355
0.0,ta036,14,8.1e-5,NA,2261
0.0,ta036,15,8.7e-5,NA,2165
0.05,ta036,1,0.000148,NA,3228
0.05,ta036,2,9.4e-5,NA,3016
0.05,ta036,3,7.5e-5,NA,2949
0.05,ta036,4,9.5e-5,NA,2756
0.05,ta036,5,8.4e-5,NA,2695
0.05,ta036,6,8.8e-5,NA,2599
0.05,ta036,7,5.2e-5,NA,2586
0.05,ta036,8,7.8e-5,NA,2397
0.05,ta036,9,8.8e-5,NA,2328
0.05,ta036,10,9.1e-5,NA,2328
0.05,ta036,11,0.000159,NA,2247
0.05,ta036,12,9.2e-5,NA,2212
0.05,ta036,13,8.8e-5,NA,2208
0.05,ta036,14,8.5e-5,NA,2157
0.05,ta036,15,5.4e-5,NA,2131
0.25,ta036,1,8.5e-5,NA,3281
0.25,ta036,2,0.000103,NA,3066
0.25,ta036,3,0.000114,NA,2949
0.25,ta036,4,5.0e-5,NA,2925
0.25,ta036,5,0.000154,NA,2749
0.25,ta036,6,5.6e-5,NA,2722
0.25,ta036,7,9.0e-5,NA,2638
0.25,ta036,8,7.0e-5,NA,2620
0.25,ta036,9,5.6e-5,NA,2613
0.25,ta036,10,7.9e-5,NA,2490
0.25,ta036,11,8.6e-5,NA,2490
0.25,ta036,12,0.000786,NA,2483
0.25,ta036,13,0.00018,NA,2427
0.25,ta036,14,0.000258,NA,2341
0.25,ta036,15,9.6e-5,NA,2341
0.5,ta036,1,5.1e-5,NA,3225
0.5,ta036,2,6.8e-5,NA,3135
0.5,ta036,3,4.9e-5,NA,3098
0.5,ta036,4,6.5e-5,NA,3023
0.5,ta036,5,7.6e-5,NA,2846
0.5,ta036,6,6.4e-5,NA,2796
0.5,ta036,7,4.7e-5,NA,2750
0.5,ta036,8,9.5e-5,NA,2750
0.5,ta036,9,8.1e-5,NA,2696
0.5,ta036,10,9.7e-5,NA,2696
0.5,ta036,11,5.6e-5,NA,2693
0.5,ta036,12,0.00017,NA,2631
0.5,ta036,13,5.5e-5,NA,2592
0.5,ta036,14,4.6e-5,NA,2538
0.5,ta036,15,8.6e-5,NA,2524
0.75,ta036,1,4.7e-5,NA,3319
0.75,ta036,2,5.2e-5,NA,3314
0.75,ta036,3,6.1e-5,NA,3278
0.75,ta036,4,4.7e-5,NA,3241
0.75,ta036,5,6.6e-5,NA,3162
0.75,ta036,6,6.5e-5,NA,3087
0.75,ta036,7,9.2e-5,NA,3044
0.75,ta036,8,6.0e-5,NA,3037
0.75,ta036,9,4.5e-5,NA,2990
0.75,ta036,10,0.000144,NA,2881
0.75,ta036,11,5.4e-5,NA,2838
0.75,ta036,12,7.1e-5,NA,2826
0.75,ta036,13,6.1e-5,NA,2815
0.75,ta036,14,8.6e-5,NA,2723
0.75,ta036,15,6.2e-5,NA,2681
1.0,ta036,1,5.2e-5,NA,3281
1.0,ta036,2,6.6e-5,NA,3255
1.0,ta036,3,5.4e-5,NA,3199
1.0,ta036,4,5.9e-5,NA,3183
1.0,ta036,5,5.8e-5,NA,3128
1.0,ta036,6,6.1e-5,NA,3076
1.0,ta036,7,0.000109,NA,3041
1.0,ta036,8,6.0e-5,NA,3006
1.0,ta036,9,6.5e-5,NA,2941
1.0,ta036,10,6.5e-5,NA,2860
1.0,ta036,11,6.1e-5,NA,2790
1.0,ta036,12,6.1e-5,NA,2742
1.0,ta036,13,6.0e-5,NA,2685
1.0,ta036,14,6.6e-5,NA,2643
1.0,ta036,15,4.2e-5,NA,2641
0.0,ta037,1,9.5e-5,NA,3147
0.0,ta037,2,8.5e-5,NA,3069
0.0,ta037,3,9.4e-5,NA,2823
0.0,ta037,4,0.000144,NA,2675
0.0,ta037,5,9.6e-5,NA,2666
0.0,ta037,6,8.4e-5,NA,2649
0.0,ta037,7,9.3e-5,NA,2612
0.0,ta037,8,8.4e-5,NA,2573
0.0,ta037,9,9.6e-5,NA,2520
0.0,ta037,10,8.4e-5,NA,2457
0.0,ta037,11,0.000107,NA,2382
0.0,ta037,12,8.2e-5,NA,2189
0.0,ta037,13,9.1e-5,NA,2179
0.0,ta037,14,7.8e-5,NA,2127
0.0,ta037,15,9.4e-5,NA,2072
0.05,ta037,1,8.4e-5,NA,2989
0.05,ta037,2,9.3e-5,NA,2925
0.05,ta037,3,8.5e-5,NA,2876
0.05,ta037,4,9.8e-5,NA,2775
0.05,ta037,5,0.000104,NA,2752
0.05,ta037,6,6.0e-5,NA,2741
0.05,ta037,7,8.1e-5,NA,2547
0.05,ta037,8,9.0e-5,NA,2497
0.05,ta037,9,0.00014,NA,2385
0.05,ta037,10,9.2e-5,NA,2385
0.05,ta037,11,8.4e-5,NA,2349
0.05,ta037,12,9.0e-5,NA,2271
0.05,ta037,13,8.2e-5,NA,2271
0.05,ta037,14,0.000107,NA,2168
0.05,ta037,15,8.0e-5,NA,2120
0.25,ta037,1,8.3e-5,NA,2923
0.25,ta037,2,8.1e-5,NA,2802
0.25,ta037,3,0.000136,NA,2767
0.25,ta037,4,5.8e-5,NA,2757
0.25,ta037,5,6.0e-5,NA,2674
0.25,ta037,6,0.000695,NA,2667
0.25,ta037,7,6.5e-5,NA,2617
0.25,ta037,8,0.000229,NA,2543
0.25,ta037,9,5.9e-5,NA,2518
0.25,ta037,10,5.5e-5,NA,2483
0.25,ta037,11,5.7e-5,NA,2477
0.25,ta037,12,8.0e-5,NA,2373
0.25,ta037,13,0.0001,NA,2298
0.25,ta037,14,8.4e-5,NA,2130
0.25,ta037,15,9.0e-5,NA,2130
0.5,ta037,1,9.8e-5,NA,2892
0.5,ta037,2,7.1e-5,NA,2719
0.5,ta037,3,7.9e-5,NA,2674
0.5,ta037,4,8.8e-5,NA,2610
0.5,ta037,5,6.9e-5,NA,2588
0.5,ta037,6,8.7e-5,NA,2570
0.5,ta037,7,4.8e-5,NA,2500
0.5,ta037,8,9.0e-5,NA,2500
0.5,ta037,9,5.1e-5,NA,2482
0.5,ta037,10,8.5e-5,NA,2463
0.5,ta037,11,5.6e-5,NA,2429
0.5,ta037,12,5.5e-5,NA,2386
0.5,ta037,13,4.4e-5,NA,2378
0.5,ta037,14,7.9e-5,NA,2350
0.5,ta037,15,5.2e-5,NA,2288
0.75,ta037,1,6.6e-5,NA,2906
0.75,ta037,2,4.2e-5,NA,2846
0.75,ta037,3,6.6e-5,NA,2808
0.75,ta037,4,7.9e-5,NA,2733
0.75,ta037,5,5.9e-5,NA,2708
0.75,ta037,6,6.8e-5,NA,2588
0.75,ta037,7,5.9e-5,NA,2551
0.75,ta037,8,5.0e-5,NA,2541
0.75,ta037,9,6.2e-5,NA,2507
0.75,ta037,10,5.2e-5,NA,2493
0.75,ta037,11,0.000112,NA,2426
0.75,ta037,12,7.7e-5,NA,2425
0.75,ta037,13,6.0e-5,NA,2416
0.75,ta037,14,5.2e-5,NA,2409
0.75,ta037,15,6.3e-5,NA,2351
1.0,ta037,1,5.3e-5,NA,2833
1.0,ta037,2,6.5e-5,NA,2753
1.0,ta037,3,5.0e-5,NA,2737
1.0,ta037,4,8.4e-5,NA,2697
1.0,ta037,5,5.2e-5,NA,2684
1.0,ta037,6,0.000117,NA,2677
1.0,ta037,7,5.0e-5,NA,2626
1.0,ta037,8,6.5e-5,NA,2624
1.0,ta037,9,5.2e-5,NA,2609
1.0,ta037,10,6.2e-5,NA,2557
1.0,ta037,11,5.2e-5,NA,2548
1.0,ta037,12,9.4e-5,NA,2548
1.0,ta037,13,5.4e-5,NA,2508
1.0,ta037,14,9.5e-5,NA,2508
1.0,ta037,15,7.7e-5,NA,2448
0.0,ta038,1,9.8e-5,NA,3288
0.0,ta038,2,8.8e-5,NA,3177
0.0,ta038,3,0.000232,NA,3017
0.0,ta038,4,0.000214,NA,2977
0.0,ta038,5,0.000113,NA,2901
0.0,ta038,6,9.4e-5,NA,2761
0.0,ta038,7,0.0001,NA,2714
0.0,ta038,8,9.1e-5,NA,2560
0.0,ta038,9,9.6e-5,NA,2508
0.0,ta038,10,0.0001,NA,2429
0.0,ta038,11,0.000116,NA,2367
0.0,ta038,12,9.3e-5,NA,2355
0.0,ta038,13,8.6e-5,NA,2355
0.0,ta038,14,9.0e-5,NA,2313
0.0,ta038,15,0.000146,NA,2177
0.05,ta038,1,0.000165,NA,3488
0.05,ta038,2,0.0001,NA,3387
0.05,ta038,3,6.5e-5,NA,3297
0.05,ta038,4,6.7e-5,NA,3250
0.05,ta038,5,8.9e-5,NA,3212
0.05,ta038,6,9.8e-5,NA,3162
0.05,ta038,7,8.9e-5,NA,3071
0.05,ta038,8,8.5e-5,NA,3032
0.05,ta038,9,8.5e-5,NA,2951
0.05,ta038,10,8.6e-5,NA,2903
0.05,ta038,11,0.000145,NA,2829
0.05,ta038,12,0.0001,NA,2744
0.05,ta038,13,9.0e-5,NA,2686
0.05,ta038,14,9.8e-5,NA,2664
0.05,ta038,15,0.000792,NA,2640
0.25,ta038,1,0.000277,NA,3435
0.25,ta038,2,9.9e-5,NA,3358
0.25,ta038,3,5.9e-5,NA,3321
0.25,ta038,4,6.0e-5,NA,3289
0.25,ta038,5,7.9e-5,NA,3115
0.25,ta038,6,9.2e-5,NA,2996
0.25,ta038,7,0.000156,NA,2946
0.25,ta038,8,8.9e-5,NA,2946
0.25,ta038,9,0.0001,NA,2899
0.25,ta038,10,8.9e-5,NA,2780
0.25,ta038,11,6.7e-5,NA,2745
0.25,ta038,12,8.9e-5,NA,2726
0.25,ta038,13,8.3e-5,NA,2669
0.25,ta038,14,8.8e-5,NA,2610
0.25,ta038,15,0.000149,NA,2567
0.5,ta038,1,4.9e-5,NA,3446
0.5,ta038,2,6.6e-5,NA,3426
0.5,ta038,3,8.7e-5,NA,3360
0.5,ta038,4,0.000165,NA,3311
0.5,ta038,5,5.1e-5,NA,3291
0.5,ta038,6,0.000142,NA,3276
0.5,ta038,7,5.5e-5,NA,3270
0.5,ta038,8,0.000116,NA,3219
0.5,ta038,9,4.2e-5,NA,3202
0.5,ta038,10,5.8e-5,NA,3182
0.5,ta038,11,4.8e-5,NA,3179
0.5,ta038,12,6.4e-5,NA,3175
0.5,ta038,13,7.7e-5,NA,2837
0.5,ta038,14,6.3e-5,NA,2821
0.5,ta038,15,8.2e-5,NA,2802
0.75,ta038,1,6.4e-5,NA,3477
0.75,ta038,2,4.5e-5,NA,3464
0.75,ta038,3,6.6e-5,NA,3421
0.75,ta038,4,5.2e-5,NA,3380
0.75,ta038,5,5.4e-5,NA,3310
0.75,ta038,6,0.000114,NA,3279
0.75,ta038,7,6.6e-5,NA,3263
0.75,ta038,8,8.4e-5,NA,3214
0.75,ta038,9,4.7e-5,NA,3172
0.75,ta038,10,6.2e-5,NA,3046
0.75,ta038,11,4.7e-5,NA,2979
0.75,ta038,12,5.6e-5,NA,2927
0.75,ta038,13,6.4e-5,NA,2896
0.75,ta038,14,7.9e-5,NA,2820
0.75,ta038,15,5.4e-5,NA,2794
1.0,ta038,1,4.6e-5,NA,3463
1.0,ta038,2,6.4e-5,NA,3402
1.0,ta038,3,5.5e-5,NA,3383
1.0,ta038,4,0.000119,NA,3371
1.0,ta038,5,4.9e-5,NA,3329
1.0,ta038,6,6.0e-5,NA,3285
1.0,ta038,7,5.4e-5,NA,3267
1.0,ta038,8,6.4e-5,NA,3173
1.0,ta038,9,4.7e-5,NA,3151
1.0,ta038,10,5.2e-5,NA,3138
1.0,ta038,11,5.0e-5,NA,3105
1.0,ta038,12,6.3e-5,NA,3013
1.0,ta038,13,5.8e-5,NA,3001
1.0,ta038,14,4.7e-5,NA,2951
1.0,ta038,15,5.6e-5,NA,2917
0.0,ta039,1,7.8e-5,NA,3138
0.0,ta039,2,8.5e-5,NA,3089
0.0,ta039,3,8.8e-5,NA,3051
0.0,ta039,4,9.3e-5,NA,2857
0.0,ta039,5,9.3e-5,NA,2857
0.0,ta039,6,7.6e-5,NA,2791
0.0,ta039,7,9.0e-5,NA,2717
0.0,ta039,8,7.5e-5,NA,2652
0.0,ta039,9,9.2e-5,NA,2640
0.0,ta039,10,7.6e-5,NA,2441
0.0,ta039,11,8.1e-5,NA,2337
0.0,ta039,12,0.00014,NA,2325
0.0,ta039,13,8.2e-5,NA,2325
0.0,ta039,14,8.0e-5,NA,2306
0.0,ta039,15,9.6e-5,NA,2235
0.05,ta039,1,8.5e-5,NA,3222
0.05,ta039,2,9.8e-5,NA,3095
0.05,ta039,3,5.7e-5,NA,2935
0.05,ta039,4,9.1e-5,NA,2876
0.05,ta039,5,8.6e-5,NA,2775
0.05,ta039,6,9.0e-5,NA,2775
0.05,ta039,7,0.000144,NA,2731
0.05,ta039,8,9.8e-5,NA,2595
0.05,ta039,9,0.000707,NA,2595
0.05,ta039,10,0.000336,NA,2590
0.05,ta039,11,9.6e-5,NA,2560
0.05,ta039,12,9.1e-5,NA,2524
0.05,ta039,13,8.6e-5,NA,2524
0.05,ta039,14,9.2e-5,NA,2520
0.05,ta039,15,8.1e-5,NA,2446
0.25,ta039,1,6.9e-5,NA,3163
0.25,ta039,2,5.2e-5,NA,3055
0.25,ta039,3,0.00015,NA,2993
0.25,ta039,4,8.8e-5,NA,2949
0.25,ta039,5,6.3e-5,NA,2870
0.25,ta039,6,8.6e-5,NA,2838
0.25,ta039,7,9.0e-5,NA,2838
0.25,ta039,8,8.1e-5,NA,2774
0.25,ta039,9,9.2e-5,NA,2735
0.25,ta039,10,5.6e-5,NA,2672
0.25,ta039,11,6.5e-5,NA,2616
0.25,ta039,12,7.2e-5,NA,2540
0.25,ta039,13,0.000148,NA,2519
0.25,ta039,14,7.9e-5,NA,2459
0.25,ta039,15,6.9e-5,NA,2424
0.5,ta039,1,6.6e-5,NA,2907
0.5,ta039,2,5.8e-5,NA,2871
0.5,ta039,3,4.2e-5,NA,2827
0.5,ta039,4,6.5e-5,NA,2787
0.5,ta039,5,4.9e-5,NA,2782
0.5,ta039,6,4.6e-5,NA,2757
0.5,ta039,7,4.3e-5,NA,2737
0.5,ta039,8,6.4e-5,NA,2696
0.5,ta039,9,5.1e-5,NA,2693
0.5,ta039,10,7.6e-5,NA,2607
0.5,ta039,11,0.000124,NA,2586
0.5,ta039,12,5.8e-5,NA,2575
0.5,ta039,13,8.7e-5,NA,2541
0.5,ta039,14,9.1e-5,NA,2472
0.5,ta039,15,8.8e-5,NA,2472
0.75,ta039,1,6.4e-5,NA,2939
0.75,ta039,2,5.4e-5,NA,2899
0.75,ta039,3,8.6e-5,NA,2871
0.75,ta039,4,0.000123,NA,2774
0.75,ta039,5,0.00017,NA,2727
0.75,ta039,6,9.5e-5,NA,2699
0.75,ta039,7,6.6e-5,NA,2698
0.75,ta039,8,5.6e-5,NA,2660
0.75,ta039,9,9.4e-5,NA,2660
0.75,ta039,10,7.7e-5,NA,2649
0.75,ta039,11,6.1e-5,NA,2589
0.75,ta039,12,0.000103,NA,2589
0.75,ta039,13,9.6e-5,NA,2574
0.75,ta039,14,8.6e-5,NA,2574
0.75,ta039,15,0.000219,NA,2493
1.0,ta039,1,7.0e-5,NA,2969
1.0,ta039,2,6.5e-5,NA,2948
1.0,ta039,3,5.5e-5,NA,2945
1.0,ta039,4,6.3e-5,NA,2913
1.0,ta039,5,5.4e-5,NA,2897
1.0,ta039,6,6.4e-5,NA,2894
1.0,ta039,7,5.3e-5,NA,2866
1.0,ta039,8,6.4e-5,NA,2798
1.0,ta039,9,5.6e-5,NA,2758
1.0,ta039,10,6.4e-5,NA,2640
1.0,ta039,11,5.4e-5,NA,2628
1.0,ta039,12,6.3e-5,NA,2564
1.0,ta039,13,5.2e-5,NA,2500
1.0,ta039,14,0.000117,NA,2479
1.0,ta039,15,4.2e-5,NA,2472
0.0,ta040,1,8.8e-5,NA,3036
0.0,ta040,2,8.6e-5,NA,2951
0.0,ta040,3,9.5e-5,NA,2861
0.0,ta040,4,8.6e-5,NA,2808
0.0,ta040,5,9.6e-5,NA,2762
0.0,ta040,6,0.000162,NA,2692
0.0,ta040,7,9.9e-5,NA,2581
0.0,ta040,8,9.6e-5,NA,2517
0.0,ta040,9,9.4e-5,NA,2506
0.0,ta040,10,8.5e-5,NA,2506
0.0,ta040,11,9.6e-5,NA,2506
0.0,ta040,12,8.6e-5,NA,2487
0.0,ta040,13,9.6e-5,NA,2487
0.0,ta040,14,8.5e-5,NA,2487
0.0,ta040,15,0.000151,NA,2487
0.05,ta040,1,9.0e-5,NA,3026
0.05,ta040,2,9.6e-5,NA,2992
0.05,ta040,3,0.000717,NA,2905
0.05,ta040,4,0.000367,NA,2852
0.05,ta040,5,9.3e-5,NA,2825
0.05,ta040,6,9.7e-5,NA,2816
0.05,ta040,7,8.7e-5,NA,2816
0.05,ta040,8,9.7e-5,NA,2753
0.05,ta040,9,8.7e-5,NA,2753
0.05,ta040,10,9.8e-5,NA,2739
0.05,ta040,11,0.000138,NA,2739
0.05,ta040,12,0.000101,NA,2709
0.05,ta040,13,5.4e-5,NA,2704
0.05,ta040,14,9.6e-5,NA,2675
0.05,ta040,15,8.7e-5,NA,2625
0.25,ta040,1,9.8e-5,NA,3174
0.25,ta040,2,8.8e-5,NA,3089
0.25,ta040,3,9.8e-5,NA,3057
0.25,ta040,4,0.00015,NA,3031
0.25,ta040,5,6.7e-5,NA,2961
0.25,ta040,6,6.0e-5,NA,2877
0.25,ta040,7,9.8e-5,NA,2835
0.25,ta040,8,8.9e-5,NA,2768
0.25,ta040,9,9.6e-5,NA,2766
0.25,ta040,10,8.6e-5,NA,2721
0.25,ta040,11,9.8e-5,NA,2721
0.25,ta040,12,6.9e-5,NA,2692
0.25,ta040,13,9.5e-5,NA,2676
0.25,ta040,14,8.5e-5,NA,2655
0.25,ta040,15,9.7e-5,NA,2625
0.5,ta040,1,6.7e-5,NA,3512
0.5,ta040,2,6.3e-5,NA,3501
0.5,ta040,3,6.0e-5,NA,3398
0.5,ta040,4,9.4e-5,NA,3250
0.5,ta040,5,7.8e-5,NA,3209
0.5,ta040,6,6.8e-5,NA,3139
0.5,ta040,7,5.3e-5,NA,3076
0.5,ta040,8,8.0e-5,NA,2969
0.5,ta040,9,0.000123,NA,2954
0.5,ta040,10,0.000101,NA,2927
0.5,ta040,11,5.7e-5,NA,2896
0.5,ta040,12,9.8e-5,NA,2844
0.5,ta040,13,6.6e-5,NA,2799
0.5,ta040,14,9.8e-5,NA,2799
0.5,ta040,15,8.7e-5,NA,2781
0.75,ta040,1,6.8e-5,NA,3537
0.75,ta040,2,6.8e-5,NA,3485
0.75,ta040,3,7.9e-5,NA,3439
0.75,ta040,4,5.2e-5,NA,3365
0.75,ta040,5,6.1e-5,NA,3360
0.75,ta040,6,5.2e-5,NA,3352
0.75,ta040,7,0.000129,NA,3290
0.75,ta040,8,5.7e-5,NA,3271
0.75,ta040,9,6.4e-5,NA,3250
0.75,ta040,10,5.2e-5,NA,3221
0.75,ta040,11,5.8e-5,NA,3163
0.75,ta040,12,5.0e-5,NA,3157
0.75,ta040,13,5.6e-5,NA,3103
0.75,ta040,14,5.5e-5,NA,3077
0.75,ta040,15,6.4e-5,NA,3051
1.0,ta040,1,5.2e-5,NA,3567
1.0,ta040,2,6.2e-5,NA,3504
1.0,ta040,3,0.00013,NA,3482
1.0,ta040,4,6.4e-5,NA,3408
1.0,ta040,5,5.7e-5,NA,3388
1.0,ta040,6,6.3e-5,NA,3330
1.0,ta040,7,5.2e-5,NA,3291
1.0,ta040,8,6.3e-5,NA,3246
1.0,ta040,9,5.2e-5,NA,3229
1.0,ta040,10,6.3e-5,NA,3183
1.0,ta040,11,5.9e-5,NA,3182
1.0,ta040,12,6.2e-5,NA,3127
1.0,ta040,13,5.7e-5,NA,3093
1.0,ta040,14,6.9e-5,NA,3033
1.0,ta040,15,5.4e-5,NA,2963
0.0,ta041,1,0.000119,NA,3625
0.0,ta041,2,0.000169,NA,3554
0.0,ta041,3,0.000123,NA,3491
0.0,ta041,4,0.00011,NA,3402
0.0,ta041,5,0.000116,NA,3352
0.0,ta041,6,0.000109,NA,3264
0.0,ta041,7,0.000118,NA,3236
0.0,ta041,8,0.000107,NA,3209
0.0,ta041,9,0.00018,NA,3161
0.0,ta041,10,0.000107,NA,3156
0.0,ta041,11,0.000116,NA,3131
0.0,ta041,12,0.000794,NA,3131
0.0,ta041,13,0.000301,NA,3131
0.0,ta041,14,0.000115,NA,3131
0.0,ta041,15,0.000117,NA,3131
0.05,ta041,1,6.6e-5,NA,3657
0.05,ta041,2,0.000176,NA,3440
0.05,ta041,3,0.000105,NA,3421
0.05,ta041,4,0.000114,NA,3354
0.05,ta041,5,0.00011,NA,3164
0.05,ta041,6,0.000117,NA,3164
0.05,ta041,7,0.000109,NA,3127
0.05,ta041,8,0.000238,NA,3096
0.05,ta041,9,0.000129,NA,3091
0.05,ta041,10,0.00012,NA,3091
0.05,ta041,11,0.000108,NA,3091
0.05,ta041,12,0.000125,NA,3075
0.05,ta041,13,0.00011,NA,3061
0.05,ta041,14,0.000114,NA,3061
0.05,ta041,15,0.000205,NA,2956
0.25,ta041,1,0.000104,NA,3560
0.25,ta041,2,6.0e-5,NA,3525
0.25,ta041,3,5.4e-5,NA,3502
0.25,ta041,4,5.4e-5,NA,3455
0.25,ta041,5,0.000116,NA,3371
0.25,ta041,6,0.000101,NA,3371
0.25,ta041,7,0.000108,NA,3371
0.25,ta041,8,0.000106,NA,3371
0.25,ta041,9,0.000182,NA,3363
0.25,ta041,10,6.1e-5,NA,3347
0.25,ta041,11,0.00011,NA,3328
0.25,ta041,12,6.3e-5,NA,3295
0.25,ta041,13,0.000108,NA,3235
0.25,ta041,14,0.000115,NA,3235
0.25,ta041,15,0.000114,NA,3235
0.5,ta041,1,7.4e-5,NA,3603
0.5,ta041,2,0.000169,NA,3580
0.5,ta041,3,5.2e-5,NA,3569
0.5,ta041,4,7.3e-5,NA,3521
0.5,ta041,5,0.000101,NA,3521
0.5,ta041,6,5.2e-5,NA,3505
0.5,ta041,7,6.0e-5,NA,3435
0.5,ta041,8,5.3e-5,NA,3391
0.5,ta041,9,3.5e-5,NA,3386
0.5,ta041,10,8.8e-5,NA,3333
0.5,ta041,11,5.2e-5,NA,3312
0.5,ta041,12,0.00011,NA,3312
0.5,ta041,13,9.5e-5,NA,3307
0.5,ta041,14,0.000125,NA,3302
0.5,ta041,15,0.000101,NA,3302
0.75,ta041,1,6.1e-5,NA,3573
0.75,ta041,2,4.9e-5,NA,3548
0.75,ta041,3,6.2e-5,NA,3507
0.75,ta041,4,5.1e-5,NA,3502
0.75,ta041,5,5.5e-5,NA,3476
0.75,ta041,6,9.2e-5,NA,3476
0.75,ta041,7,0.000112,NA,3444
0.75,ta041,8,5.2e-5,NA,3414
0.75,ta041,9,0.00012,NA,3414
0.75,ta041,10,0.000105,NA,3404
0.75,ta041,11,0.000119,NA,3366
0.75,ta041,12,0.000107,NA,3343
0.75,ta041,13,4.3e-5,NA,3341
0.75,ta041,14,0.000104,NA,3297
0.75,ta041,15,0.000111,NA,3297
1.0,ta041,1,4.7e-5,NA,3544
1.0,ta041,2,6.6e-5,NA,3541
1.0,ta041,3,4.6e-5,NA,3503
1.0,ta041,4,5.8e-5,NA,3490
1.0,ta041,5,9.4e-5,NA,3473
1.0,ta041,6,0.000134,NA,3431
1.0,ta041,7,6.2e-5,NA,3420
1.0,ta041,8,6.7e-5,NA,3369
1.0,ta041,9,5.6e-5,NA,3346
1.0,ta041,10,0.000105,NA,3345
1.0,ta041,11,5.1e-5,NA,3312
1.0,ta041,12,5.8e-5,NA,3306
1.0,ta041,13,5.2e-5,NA,3283
1.0,ta041,14,6.0e-5,NA,3258
1.0,ta041,15,5.7e-5,NA,3240
0.0,ta042,1,0.000101,NA,3104
0.0,ta042,2,0.000157,NA,3014
0.0,ta042,3,0.000119,NA,2928
0.0,ta042,4,0.000102,NA,2926
0.0,ta042,5,0.000104,NA,2867
0.0,ta042,6,0.000791,NA,2835
0.0,ta042,7,0.000289,NA,2816
0.0,ta042,8,0.000116,NA,2807
0.0,ta042,9,0.000117,NA,2790
0.0,ta042,10,0.000105,NA,2773
0.0,ta042,11,0.00017,NA,2760
0.0,ta042,12,0.000108,NA,2760
0.0,ta042,13,0.000115,NA,2724
0.0,ta042,14,0.00011,NA,2695
0.0,ta042,15,0.000114,NA,2693
0.05,ta042,1,0.000102,NA,3232
0.05,ta042,2,0.000118,NA,3193
0.05,ta042,3,0.000183,NA,3111
0.05,ta042,4,0.000121,NA,3023
0.05,ta042,5,5.4e-5,NA,3000
0.05,ta042,6,0.000121,NA,2888
0.05,ta042,7,0.000114,NA,2844
0.05,ta042,8,0.000122,NA,2820
0.05,ta042,9,0.000122,NA,2794
0.05,ta042,10,0.000101,NA,2712
0.05,ta042,11,0.000164,NA,2701
0.05,ta042,12,0.000109,NA,2691
0.05,ta042,13,0.000102,NA,2645
0.05,ta042,14,0.00017,NA,2645
0.05,ta042,15,0.00012,NA,2624
0.25,ta042,1,0.000116,NA,3407
0.25,ta042,2,5.6e-5,NA,3325
0.25,ta042,3,0.000101,NA,3291
0.25,ta042,4,0.000107,NA,3291
0.25,ta042,5,0.000284,NA,3250
0.25,ta042,6,0.000127,NA,3250
0.25,ta042,7,0.000124,NA,3248
0.25,ta042,8,5.9e-5,NA,3202
0.25,ta042,9,0.000105,NA,3147
0.25,ta042,10,0.000115,NA,3088
0.25,ta042,11,7.3e-5,NA,3077
0.25,ta042,12,0.000175,NA,3065
0.25,ta042,13,6.6e-5,NA,3059
0.25,ta042,14,0.000107,NA,3059
0.25,ta042,15,0.000117,NA,3039
0.5,ta042,1,8.3e-5,NA,3491
0.5,ta042,2,6.3e-5,NA,3464
0.5,ta042,3,5.6e-5,NA,3396
0.5,ta042,4,6.6e-5,NA,3390
0.5,ta042,5,6.5e-5,NA,3341
0.5,ta042,6,0.000188,NA,3287
0.5,ta042,7,6.4e-5,NA,3280
0.5,ta042,8,0.000118,NA,3249
0.5,ta042,9,5.3e-5,NA,3218
0.5,ta042,10,6.2e-5,NA,3193
0.5,ta042,11,0.000107,NA,3156
0.5,ta042,12,0.000119,NA,3098
0.5,ta042,13,5.7e-5,NA,3062
0.5,ta042,14,7.1e-5,NA,3030
0.5,ta042,15,5.3e-5,NA,2993
0.75,ta042,1,6.7e-5,NA,3417
0.75,ta042,2,5.6e-5,NA,3398
